Table Name,Record ID,Product URL,Inspection Photo,Product Name,Description,Retail Price (CAD),Weight,Dimension,Brand,Good product images,Processing Status,Processing Timestamp,Error Message
Items-Bid4more,recGJaU2ZP3BXZch5,https://amzn.asia/d/7qOssof,,"Purina Fancy Feast Kitten Wet Cat Food, Chicken - 3 oz. Can","Purina Fancy Feast Kitten Chicken provides 100% complete and balanced nutrition for the growth of kittens. This gourmet wet cat food features real, tender chicken in a savory gravy that will tempt your kitten’s taste buds.  Made with high-quality protein and essential nutrients, this soft cat food helps support healthy muscle development and provides energy for playtime.",Not found,3 oz,Not found,Purina Fancy Feast,"https://m.media-amazon.com/images/I/81bW9bKa2aL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71u6Cjnd+DL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71K+8YxU97L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71+99+6u5S+L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/810y9R2r8+L._AC_UF1000,1000_QL80_.jpg",Completed,2025-07-21T14:58:47.559312,
Items-Bid4more,reckfQ6xRR6OWdHLA,https://a.co/d/gYcQDAw,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:58:58.063581,
Items-Bid4more,rectUM7u3KmGr8A88,"https://www.amazon.ca/LOr%C3%A9al-Paris-Excellence-Cr%C3%A9me-Permanent/dp/B004INIW1Y#:~:text=Super%20Rich%20Color,with%20no%20grays%20in%20sight.",,L'Oréal Paris Excellence Crème Permanent Hair Color,Not found,Not found,Not found,Not found,L'Oréal Paris,,Completed,2025-07-21T14:59:00.107188,
Items-Bid4more,recppImDSonTUUF0M,https://www.amazon.ca/Dove-Beauty-Bar-Sensitive-Skin/dp/B001GBF0A2,,"Dove Beauty Bar, Sensitive Skin",Not found,Not found,Not found,Not found,Dove,,Completed,2025-07-21T14:59:02.012037,
Items-Bid4more,recAAh5cA9V1J6rhx,https://a.co/d/hUuYanH,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:59:03.728229,
Items-Bid4more,recy0RjaF4JtgxdqV,https://www.amazon.ca/MULTI-FACETED-SHIMMERING-PERMANENT-NATURAL-CONDITIONING/dp/B00HVW9APQ,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:59:05.609635,
Items-Bid4more,recHehpFIQAxXFA48,"https://www.amazon.ca/Not-Your-Mothers-Curl-Refreshing/dp/B09DBYJS3F#:~:text=Product%20details%20Not%20Your%20Mother's%20Curl%20Talk,retention%20and%20softness%20for%20all%20curl%20types.",,Not Your Mother's Curl Talk Refreshing Curl Foam,"This curl refreshing foam helps revive, rehydrate and reactivate curls, coils and waves. It provides long-lasting moisture retention and softness for all curl types.",Not found,Not found,Not found,Not Your Mother's,,Completed,2025-07-21T14:59:07.414770,
Items-Bid4more,recCHHcON3fSEDtE1,"https://www.dove.com/us/en/p/caring-by-nature-baby-hypoallergenic-lotion.html/00011111043039#:~:text=Ultra%2Dgentle%20and%20fragrance%2Dfree%2C%20Baby%20Dove%20Caring%20By,proven%20to%20soothe%20and%20nourish%20their%20skin.",,Baby Dove Caring By Nature Hypoallergenic Lotion,"Ultra-gentle and fragrance-free, Baby Dove Caring By Nature Hypoallergenic Lotion is dermatologist-tested and pediatrician-approved.  Made with 100% skin-natural nutrients, our hypoallergenic baby lotion is proven to soothe and nourish their skin.",Not found,Not found,Not found,Dove,"https://www.dove.com/content/dam/unilever/dove/united_states_of_america/pack_shot/00011111043039-095646-png.png, https://www.dove.com/content/dam/unilever/dove/united_states_of_america/pack_shot/00011111043039-095647-png.png, https://www.dove.com/content/dam/unilever/dove/united_states_of_america/pack_shot/00011111043039-095648-png.png",Completed,2025-07-21T14:59:10.221381,
Items-Bid4more,recmqy2RO0W2qscU5,https://a.co/d/j4UvyZL,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:59:16.529673,
Items-Bid4more,recaWGpxQsgq1d4sM,https://www.walmart.com/ip/OFF-Botanicals-Insect-Repellent-Towelettes-10-Count-Pack-of-6/419262978,,"OFF! Botanicals Insect Repellent Towelettes, 10-Count (Pack of 6)","OFF! Botanicals Insect Repellent Towelettes provide convenient and effective protection against mosquitoes, ticks, and other biting insects. These DEET-free towelettes are infused with a plant-based repellent derived from lemon eucalyptus oil, offering a refreshing and natural way to stay protected outdoors.",Not found,Not found,Not found,OFF!,https://i5.walmartimages.com/asr/4d5a5f3d-c286-478d-a6a9-038036b5b6f4.4669e394c25a35843f43b9e952b18842.jpeg,Completed,2025-07-21T14:59:18.678607,
Items-Bid4more,recwQbu8zC6WoDc6o,https://www.amazon.ca/Dove-Beauty-Bar-White-75/dp/B00CP781E8,,"Dove Beauty Bar, White, 75 g","Dove White Beauty Bar combines a gentle cleansing formula with our signature ¼ moisturizing cream to give you softer, smoother, more radiant-looking skin. Dove isn’t a soap, it’s a beauty bar.  Ordinary soaps can strip skin of essential nutrients, but Dove Beauty Bar has mild cleansers to care for skin as it cleans.",$13.88,75 g,Not found,Dove,"https://images-na.ssl-images-amazon.com/images/I/81oSsB%2BBkNL._AC_SX679_.jpg, https://images-na.ssl-images-amazon.com/images/I/81eHR4HG5kL._AC_SX679_.jpg, https://images-na.ssl-images-amazon.com/images/I/91b45gQv9DL._AC_SX679_.jpg, https://images-na.ssl-images-amazon.com/images/I/71lE4lyN97L._AC_SX679_.jpg, https://images-na.ssl-images-amazon.com/images/I/81i4e-q5cXL._AC_SX679_.jpg, https://images-na.ssl-images-amazon.com/images/I/81%2BujZ445EL._AC_SX679_.jpg, https://images-na.ssl-images-amazon.com/images/I/81kNAX29ZUL._AC_SX679_.jpg",Completed,2025-07-21T14:59:23.755492,
Items-Bid4more,recedsSi3aSS4JWgd,https://www.amazon.ca/Garnier-Nutrisse-Nourishing-Darkest-Packaging/dp/B00JIFWRS6,,"Garnier Nutrisse Nourishing Color Creme, 1.0 Darkest Black (Packaging May Vary)",Garnier Nutrisse Nourishing Hair Color Crème is the only permanent hair color creme with a separate ampoule of grapeseed oil that you snap and pour directly into your mix.  This rich oil blends with the nourishing creme formula to boost its rich conditioning power. ,Not found,Not found,Not found,Garnier,,Completed,2025-07-21T14:59:36.600596,
Items-Bid4more,recuWA2tP8DHtAowC,https://www.amazon.ca/Shea-Moisture-Intensive-Hydration-Fluid_Ounces/dp/B07YYM11B2,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:59:40.109884,
Items-Bid4more,rec3VJRlhNG2DgQfZ,https://www.amazon.ca/Shea-Moisture-Intensive-Hydration-Fluid_Ounces/dp/B07YYM11B2,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:59:41.722908,
Items-Bid4more,recQMvKhl3DKLhXJ5,https://www.amazon.ca/Dove-Beauty-Bar-Sensitive-Skin/dp/B001GBF0A2,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:59:43.359066,
Items-Bid4more,recJgPNfHmOEYIApP,https://www.amazon.ca/Dove-Beauty-Bar-Sensitive-Skin/dp/B001GBF0A2,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T14:59:44.846079,
Items-Bid4more,recio7tv7yfIzgafl,https://www.amazon.ca/Dove-Beauty-Bar-Sensitive-Skin/dp/B001GBF0A2,,"Dove Beauty Bar, Sensitive Skin",Not found,Not found,Not found,Not found,Dove,,Completed,2025-07-21T14:59:46.737803,
Items-Bid4more,recu2L8tySblDQLP9,https://www.dove.com/us/en/p/gentle-exfoliating-beauty-bar.html/00011111613393#00011111613300,,Dove Gentle Exfoliating Beauty Bar,"Dove Gentle Exfoliating Beauty Bar gently washes away dead skin to reveal soft, smooth skin. With ¼ moisturizing cream and gentle exfoliants, Dove Gentle Exfoliating Beauty Bar leaves your skin feeling healthy and hydrated.",Not found,3.75 oz / 106 g,Not found,Dove,"https://www.dove.com/content/dam/unilever/dove/united_states_of_america/pack_shot/00011111613393-00011111613393-packshot-front-750x750.png, https://www.dove.com/content/dam/unilever/dove/united_states_of_america/pack_shot/00011111613393-00011111613393-packshot-back-750x750.png, https://www.dove.com/content/dam/unilever/dove/united_states_of_america/pdp_image/00011111613393-00011111613393-pdpmain-750x750.png",Completed,2025-07-21T14:59:49.002979,
Items-Bid4more,recb5mRgw72ip8Gp9,https://www.costco.ca/splendid-women's-gel-bonded-plunge-bra%2C-2-pack.product.4000330632.html,,"Splendid Women's Gel-Bonded Plunge Bra, 2-Pack","This Splendid Women's Gel-Bonded Plunge Bra 2-Pack offers seamless comfort and a smooth look under clothes. Featuring lightly lined cups and adjustable straps, this bra provides support and a natural shape.  Perfect for everyday wear.",$49.99,Not found,Not found,Splendid,"https://www.costco.ca/.product.1709134127.jpg, https://www.costco.ca/.product.1709134128.jpg, https://www.costco.ca/.product.1709134129.jpg, https://www.costco.ca/.product.1709134130.jpg",Completed,2025-07-21T15:04:38.344721,
Items-Bid4more,recuAQ1TwCY7VTGP5,https://a.co/d/bsmvlC3,,Not found,Not found,Not found,Not found,Not found,Not found,,Completed,2025-07-21T15:07:13.506374,
